age,educ,gender,rural,income,income_ln,gorman_secisl,voteisl,pious_off,cleric_inf,relig,sec_index,dem_index
76,2,0,0,9999996,,2,,1,1,2,3.4285715,4
50,4,0,0,800,6.6846118,2,0,2,2,2,2.4285715,3
32,2,0,0,400,5.9914646,5,1,3,2,2,1.5714285,2
65,1,1,0,90,4.4998097,3,1,3,3,3,1.8571428,3.6666667
36,4,1,0,570,6.3456364,2,0,2,2,2,2.5714285,1.6666666
43,2,1,0,200,5.2983174,3,0,2,2,2,1.5714285,3
69,1,1,0,99,4.59512,,0,3,3,3,1.8571428,2
21,6,0,0,1000,6.9077554,3,0,2,2,2,2.4285715,3
43,4,0,0,450,6.1092477,3,,2,2,2,2.7142856,3.3333333
54,3,0,0,300,5.7037826,3,0,2,2,2,2,3.6666667
59,3,0,0,300,5.7037826,3,0,,,2,,2
21,2,0,0,600,6.3969297,2,1,2,2,2,3,3
36,4,1,0,500,6.2146082,3,0,2,2,2,2.5714285,3
22,4,1,0,9999998,,3,1,2,2,3,2,2.6666667
52,2,1,0,350,5.857933,2,0,2,1,2,3.2857144,3.6666667
40,3,1,0,400,5.9914646,2,1,2,2,2,2.1428571,2.3333333
41,4,1,0,270,5.5984221,3,0,2,2,2,2.5714285,1.6666666
39,4,0,0,350,5.857933,2,0,1,1,1,3.8571429,3.6666667
22,4,0,0,600,6.3969297,5,1,2,2,2,3.1428571,2
48,2,0,0,200,5.2983174,5,0,4,3,3,1,3
52,2,0,0,400,5.9914646,3,0,2,2,2,1.7142857,3
37,6,0,0,700,6.5510802,3,0,2,2,3,1,3
21,4,1,0,400,5.9914646,5,1,2,3,2,2.7142856,2.6666667
24,5,1,0,480,6.1737862,2,0,1,1,2,3.2857144,3.6666667
25,5,1,0,400,5.9914646,2,0,2,2,1,3.2857144,2
20,5,1,0,250,5.521461,3,1,2,2,2,2.2857144,3
58,1,1,0,140,4.9416423,2,0,1,2,2,3.2857144,3.3333333
25,5,1,0,800,6.6846118,2,0,1,1,1,3.2857144,1.3333334
20,4,1,0,300,5.7037826,3,,2,2,3,2.4285715,3
32,2,1,0,500,6.2146082,3,0,2,2,2,1.8571428,3
28,5,1,0,600,6.3969297,2,1,1,1,2,4.4285712,3.3333333
47,4,1,0,600,6.3969297,3,0,2,2,3,1.7142857,4
40,4,0,0,9999996,,3,0,2,3,3,2,2
45,3,0,0,9999996,,2,0,4,3,2,3.7142856,1
23,4,0,0,550,6.3099184,2,0,1,1,2,3.2857144,3.3333333
20,4,0,0,500,6.2146082,2,0,2,2,2,1.8571428,3
25,6,0,0,750,6.6200733,2,0,2,2,2,3.2857144,1.3333334
42,5,1,0,1200,7.0900769,3,1,2,2,3,2,2.6666667
28,6,0,0,600,6.3969297,3,0,2,3,2,2,3
70,1,0,0,174,5.1590552,,0,,,2,3.8571429,2
32,1,0,0,300,5.7037826,5,0,,,2,3.8571429,2.3333333
46,2,0,0,300,5.7037826,5,0,,2,2,3.8571429,3
31,3,0,0,500,6.2146082,3,0,2,2,2,2.8571429,3
24,5,1,0,450,6.1092477,3,0,,2,2,3,3.6666667
23,5,1,0,800,6.6846118,2,0,2,3,2,3,3
27,4,1,0,1200,7.0900769,3,1,3,2,2,2.2857144,2.3333333
46,3,1,0,500,6.2146082,3,1,,2,2,3,2.3333333
38,2,0,1,300,5.7037826,5,0,2,2,2,2.4285715,3.6666667
60,1,1,1,300,5.7037826,,0,,2,3,2.1428571,2
20,4,0,1,800,6.6846118,3,1,2,1,2,2.7142856,3.6666667
19,3,0,1,9999998,,3,0,2,2,2,2.4285715,3
60,1,0,1,200,5.2983174,3,1,2,2,3,1.5714285,2.6666667
21,3,1,1,800,6.6846118,4,0,3,3,3,2.2857144,2.3333333
35,4,0,1,250,5.521461,4,0,2,3,2,2.2857144,2.3333333
27,5,1,1,1200,7.0900769,4,0,1,1,2,2.8571429,4
38,2,1,1,300,5.7037826,2,0,2,2,1,3.2857144,2
23,4,1,1,200,5.2983174,3,,2,3,2,3.2857144,1
23,5,1,0,9999996,,,0,,,2,2.7142856,2.6666667
28,4,1,0,450,6.1092477,2,0,,2,1,4.1428571,3.6666667
23,1,1,0,450,6.1092477,3,0,2,2,2,3,2
21,3,1,0,500,6.2146082,3,0,3,3,2,2.8571429,1.6666666
36,1,1,0,500,6.2146082,3,0,,2,2,3.4285715,2.3333333
76,1,0,0,400,5.9914646,3,0,,,2,2.5714285,2.3333333
75,1,0,0,9999996,,3,0,2,2,3,2.2857144,3
54,3,0,0,650,6.4769726,2,0,2,2,2,2.5714285,3
67,2,0,0,2000,7.6009026,3,,2,2,2,2,3
21,2,0,0,150,5.0106354,2,0,2,,1,4.1428571,2
47,1,1,1,250,5.521461,2,0,2,2,1,3.1428571,1.6666666
20,3,1,1,300,5.7037826,2,0,2,2,2,2.8571429,3
29,5,1,1,1400,7.2442274,3,,2,3,2,2.7142856,3.3333333
43,4,1,1,400,5.9914646,,1,1,1,2,3.4285715,3.6666667
23,4,1,1,500,6.2146082,3,0,2,2,1,3.7142856,4
26,3,0,1,350,5.857933,2,,2,2,2,2.2857144,1
40,5,0,1,1200,7.0900769,2,,2,2,2,1.8571428,3
30,4,0,1,700,6.5510802,2,1,1,1,2,3.4285715,3.3333333
60,1,0,1,300,5.7037826,3,0,2,2,3,2.7142856,2.6666667
64,2,0,0,1000,6.9077554,2,0,2,1,2,3,3
32,4,0,0,380,5.9401712,3,0,,2,2,3.1428571,4
60,3,0,0,1000,6.9077554,3,0,,,2,2.1428571,2
58,5,0,0,800,6.6846118,3,0,2,3,2,2.1428571,3
20,2,0,0,500,6.2146082,3,0,2,3,2,3.7142856,2.3333333
25,3,1,0,320,5.768321,3,0,,3,2,3.2857144,3
29,3,1,0,1000,6.9077554,3,1,2,3,2,2.5714285,2.3333333
32,3,1,0,800,6.6846118,3,,,2,2,2.7142856,2.3333333
35,2,1,0,400,5.9914646,,0,,,3,2.8571429,2
37,2,1,0,400,5.9914646,3,0,,2,2,3.1428571,3
26,5,1,0,300,5.7037826,3,1,1,2,2,2.2857144,3.6666667
24,6,1,0,800,6.6846118,3,0,2,2,2,1.7142857,3
23,4,1,0,150,5.0106354,3,1,2,2,2,1.4285715,3
18,4,1,0,450,6.1092477,3,0,1,1,2,2.4285715,3.3333333
34,6,0,0,1600,7.377759,3,0,1,1,3,1.2857143,2.6666667
30,2,0,0,9999996,,2,0,1,2,2,2.5714285,2.6666667
29,4,0,0,9999994,,3,0,1,1,2,2.4285715,3
35,4,0,0,150,5.0106354,3,0,1,3,1,2.5714285,2.6666667
28,6,0,0,1000,6.9077554,3,0,3,1,2,1.5714285,3
22,4,0,0,700,6.5510802,3,0,3,2,3,1.8571428,3
65,2,0,0,800,6.6846118,3,0,2,3,3,1.1428572,3
22,5,1,0,700,6.5510802,3,0,1,1,2,2.4285715,3.3333333
50,2,1,0,450,6.1092477,3,0,3,3,2,2.5714285,3.3333333
70,1,0,0,9999996,,3,1,,1,3,1.7142857,3
74,1,1,0,9999994,,3,0,3,1,3,2.1428571,2
53,2,1,0,300,5.7037826,3,1,2,2,3,2.1428571,2
34,4,0,0,600,6.3969297,3,0,1,1,1,3.4285715,4
30,2,0,0,600,6.3969297,3,,1,1,1,3,3.3333333
43,2,1,0,9999996,,3,0,3,3,3,2.7142856,2
40,2,1,0,200,5.2983174,,0,1,,2,3.1428571,2
21,5,1,0,9999994,,3,0,2,2,1,2.7142856,3.6666667
36,4,1,0,9999996,,2,0,2,2,1,2.1428571,3
50,3,1,0,200,5.2983174,5,0,3,2,3,1.5714285,2.3333333
53,4,0,0,9999994,,3,0,,,2,2,3.6666667
23,3,0,0,250,5.521461,2,0,2,2,1,4,2
35,2,0,0,350,5.857933,3,1,,3,3,1,2.3333333
45,4,0,0,9999997,,3,0,2,2,1,1.5714285,3.3333333
29,6,0,0,500,6.2146082,3,,1,1,3,2.2857144,4
24,2,1,0,9999998,,5,1,4,3,3,1.1428572,4
30,4,1,0,300,5.7037826,3,0,4,2,2,2.2857144,3.3333333
31,2,0,0,300,5.7037826,3,0,2,2,1,3.1428571,3
46,5,0,0,1000,6.9077554,5,1,3,3,2,1.8571428,3.6666667
31,2,0,0,200,5.2983174,3,0,2,1,2,2.2857144,3
51,2,0,0,100,4.6051702,3,0,2,2,2,2.7142856,2
28,5,1,0,600,6.3969297,3,0,2,2,2,2.2857144,4
70,1,1,0,120,4.7874918,3,0,3,4,3,1.8571428,2
30,4,1,0,800,6.6846118,3,0,3,2,2,2.2857144,4
48,4,0,0,700,6.5510802,3,0,4,1,2,2.2857144,4
60,1,0,1,300,5.7037826,3,0,3,3,1,1.8571428,1.6666666
60,1,1,1,9999998,,4,0,,,2,3.5714285,2
60,2,0,1,1200,7.0900769,3,0,2,3,2,1.2857143,2.6666667
40,2,1,1,9999994,,3,0,2,2,2,2.7142856,2
18,2,0,1,500,6.2146082,3,0,3,3,1,3.7142856,1.6666666
18,2,1,1,9999994,,3,0,3,2,2,3,1.6666666
46,1,1,1,120,4.7874918,2,,3,3,1,2.4285715,1.6666666
36,3,0,1,500,6.2146082,3,0,2,3,2,2.5714285,2
33,2,0,1,9999994,,4,1,3,3,2,3.5714285,2.3333333
34,3,1,1,100,4.6051702,,0,2,2,2,3.4285715,2
57,1,1,1,80,4.3820267,5,0,,,3,2,2.6666667
53,2,1,1,70,4.2484951,3,1,,,3,2.2857144,2
29,5,1,1,1000,6.9077554,3,1,2,1,1,2.8571429,2.6666667
30,4,1,1,200,5.2983174,3,,3,2,3,1.5714285,3
45,4,0,1,150,5.0106354,3,0,1,1,3,1.8571428,3.6666667
32,2,1,1,9999996,,3,0,3,4,3,1.7142857,2.3333333
41,2,0,1,9999996,,3,0,2,3,3,1.7142857,3
43,4,0,1,120,4.7874918,3,0,1,1,2,1.8571428,4
52,4,0,1,120,4.7874918,3,0,1,1,2,2.4285715,2
23,2,0,1,200,5.2983174,3,0,3,2,2,1.8571428,3
76,5,0,1,130,4.8675346,5,0,1,1,1,3.2857144,4
54,1,1,1,150,5.0106354,3,0,,3,3,1.3333334,2
40,2,0,1,200,5.2983174,3,1,2,2,1,2.5714285,3.6666667
45,2,0,1,9999996,,3,0,,3,2,2.1428571,3
67,4,0,1,9999996,,3,0,,,2,1,3.3333333
68,2,0,1,9999996,,2,0,3,3,2,2.2857144,2
27,4,1,1,9999996,,2,0,2,2,2,3,2
29,3,1,1,200,5.2983174,5,0,2,1,2,2.4285715,3.6666667
76,1,1,1,9999994,,,0,,,3,3.8571429,2
78,1,1,1,150,5.0106354,5,0,,,3,3.1428571,2
24,5,1,0,9999996,,3,0,2,2,1,3.2857144,3
42,3,1,0,9999996,,3,0,2,2,2,3.1428571,3
47,2,1,0,900,6.8023949,2,0,3,3,2,1.4285715,2.3333333
31,4,1,0,800,6.6846118,3,0,2,2,2,3,2.6666667
22,5,0,0,1300,7.1701198,3,0,,2,2,2.1428571,3.6666667
45,5,0,0,1800,7.495542,3,0,2,2,2,3.2857144,1.6666666
63,4,0,0,1100,7.0030656,3,0,2,2,3,1.7142857,2.3333333
29,5,0,0,1000,6.9077554,3,1,,2,1,2.5714285,2.3333333
51,4,0,0,1500,7.3132205,3,1,2,2,2,2,2.6666667
45,4,1,0,1500,7.3132205,1,0,2,2,3,2.7142856,3
27,3,1,0,500,6.2146082,3,1,2,3,3,2.7142856,3
56,1,1,0,300,5.7037826,,0,3,,1,4.1428571,3
41,5,0,0,120,4.7874918,3,0,2,2,3,3.5714285,3
38,5,0,0,1260,7.1388669,3,1,2,2,2,1.2857143,3
49,2,0,0,300,5.7037826,,0,3,2,,3.5714285,2.3333333
44,3,0,0,9999996,,3,0,,2,2,2.7142856,3.6666667
28,6,0,0,1500,7.3132205,5,0,4,4,2,1,1.3333334
38,2,1,0,500,6.2146082,3,0,1,2,3,3,2
33,2,1,0,180,5.1929569,,0,,,2,2.4285715,2
36,1,1,0,600,6.3969297,,0,2,2,3,2.7142856,3.3333333
48,1,0,1,9999996,,3,1,2,2,2,4,2.3333333
37,3,0,1,500,6.2146082,2,0,1,1,2,3.1428571,3.3333333
46,1,1,1,30,3.4011974,3,0,,,3,3.2857144,2
34,2,0,1,9999996,,3,1,3,3,2,2,3.3333333
22,5,1,1,250,5.521461,3,0,3,,2,1.8571428,2.6666667
36,2,1,1,300,5.7037826,5,0,2,2,2,2.7142856,3
38,1,1,1,100,4.6051702,3,1,,,2,3.2857144,2
24,6,1,1,200,5.2983174,3,0,,,2,3,2.6666667
46,1,0,1,100,4.6051702,,1,,2,2,3.5714285,2.3333333
52,3,0,1,100,4.6051702,3,1,2,2,2,2.1428571,3
24,3,0,0,100,4.6051702,3,1,3,2,1,3.5714285,3
43,1,1,0,500,6.2146082,3,0,3,1,1,2.1428571,3
27,6,1,0,9999998,,3,0,2,2,2,2.8571429,2.6666667
26,4,0,0,900,6.8023949,3,1,3,3,1,2,2.3333333
20,4,1,0,9999996,,3,0,2,3,2,2.4285715,2.3333333
19,4,1,0,3000,8.0063677,3,1,2,1,2,2.2857144,4
60,2,1,0,300,5.7037826,,0,3,2,3,3,2
26,3,0,0,900,6.8023949,1,0,2,2,1,3.7142856,3.3333333
47,1,0,0,300,5.7037826,3,0,2,2,3,2,2.6666667
55,2,0,0,550,6.3099184,3,1,3,2,3,2.1428571,3.3333333
40,1,1,1,150,5.0106354,3,1,2,1,3,2.2857144,2.6666667
73,1,1,1,9999996,,,0,,,2,3.2857144,2
70,1,1,1,9999996,,5,0,,,2,3.2857144,2
38,1,1,1,200,5.2983174,,0,3,,2,3,2
23,3,1,1,500,6.2146082,3,1,3,1,2,3.1428571,3
58,1,0,1,150,5.0106354,3,1,,2,2,3.1666667,2.3333333
48,2,0,1,300,5.7037826,3,1,2,2,2,2.2857144,2.3333333
68,1,0,1,9999996,,,0,3,,2,2.4285715,2
66,2,0,1,130,4.8675346,3,,2,2,3,1.8571428,3
50,6,0,1,3000,8.0063677,3,1,3,2,3,2.4285715,3
45,2,1,1,300,5.7037826,,0,3,,2,1.8571428,2
24,3,1,1,9999998,,,0,,,2,3.8571429,2
60,1,1,1,250,5.521461,,0,3,3,3,3.1428571,2
50,1,1,1,9999996,,3,0,2,2,3,2.4285715,2.6666667
62,1,1,1,150,5.0106354,,0,3,,2,3.2857144,2
19,3,0,1,2000,7.6009026,2,0,3,2,2,3.8571429,3
19,3,0,1,300,5.7037826,3,0,2,2,1,4.1428571,3
35,1,0,1,200,5.2983174,3,1,3,3,2,3.4285715,3.3333333
32,2,0,1,400,5.9914646,,0,2,,2,3.6666667,2
40,3,0,1,600,6.3969297,2,1,3,2,3,1.7142857,3.6666667
30,5,0,1,800,6.6846118,3,,2,2,2,2.1428571,1.3333334
40,4,0,1,700,6.5510802,3,1,3,2,2,2.8571429,3
33,1,1,1,160,5.0751739,3,0,2,2,2,2.8571429,3.3333333
22,2,1,1,200,5.2983174,,0,2,2,3,3.1428571,2
61,1,1,1,9999994,,3,0,3,3,2,3,2
23,3,0,1,1500,7.3132205,2,0,3,2,2,2.8571429,2.6666667
26,1,0,1,150,5.0106354,3,0,2,2,2,2.7142856,3
57,2,0,1,9999996,,3,0,3,2,2,2.8571429,2.6666667
30,1,1,1,50,3.9120231,3,0,2,2,2,3.1428571,2
30,1,1,1,300,5.7037826,,0,,,2,3.1428571,2
22,5,1,0,200,5.2983174,3,1,2,3,3,1.8571428,3
46,1,1,0,9999997,,3,,2,2,3,2.8571429,3
25,5,1,0,400,5.9914646,3,1,1,1,2,2.2857144,3.6666667
46,3,1,0,620,6.4297194,3,0,1,1,2,3,4
24,3,1,0,300,5.7037826,3,,2,1,1,3,3
59,1,0,0,100,4.6051702,3,0,,,3,4,2.3333333
34,1,0,0,190,5.2470241,3,0,2,2,1,4,2.6666667
47,3,0,0,500,6.2146082,3,1,3,3,3,2.2857144,3.6666667
53,1,0,0,9999996,,,0,,,2,3,2
30,4,0,0,300,5.7037826,3,0,2,1,2,2.7142856,2.6666667
55,2,0,1,800,6.6846118,3,1,3,4,2,3.7142856,4
28,5,0,1,2500,7.8240461,3,1,2,2,2,2.1428571,3
23,3,0,1,500,6.2146082,3,0,2,2,1,3.7142856,3
36,2,0,1,200,5.2983174,3,,,,,1.7142857,3
49,1,0,1,300,5.7037826,3,1,3,2,3,2.1428571,2.6666667
64,1,1,1,9999998,,3,0,,,2,1.5714285,2
26,4,1,1,9999996,,3,0,,3,2,3,2.3333333
31,6,1,1,9999998,,3,0,1,1,2,3,2
85,1,1,1,9999994,,3,0,,,2,3.1428571,2
49,2,1,1,200,5.2983174,3,0,2,1,2,2.8571429,4
27,4,0,1,400,5.9914646,2,0,1,1,2,2.7142856,3.3333333
49,3,0,1,300,5.7037826,3,0,2,2,1,3,2
22,3,0,1,500,6.2146082,3,0,2,2,1,3.7142856,3.6666667
22,4,0,1,250,5.521461,3,0,2,2,1,4,3
22,4,1,1,250,5.521461,2,0,1,1,2,3.4285715,3.3333333
28,1,1,1,200,5.2983174,3,0,2,2,3,1.5714285,3
23,5,1,1,400,5.9914646,2,0,2,1,1,3.8571429,2.3333333
20,4,1,1,500,6.2146082,3,1,2,2,2,2.2857144,3
30,2,1,1,400,5.9914646,2,1,1,1,2,3.4285715,3.6666667
23,5,0,1,300,5.7037826,2,1,1,1,2,3.2857144,1.6666666
24,5,1,0,9999996,,3,0,2,3,2,3,2.3333333
39,2,1,0,300,5.7037826,3,0,3,3,1,1.8571428,1.6666666
42,2,0,0,9999996,,3,0,,,2,3.7142856,2.3333333
55,3,0,0,600,6.3969297,3,,,2,2,3,2.3333333
65,1,0,0,9999996,,3,0,,,2,1.7142857,2
31,3,1,0,400,5.9914646,5,1,3,2,2,2.2857144,3
60,1,1,0,9999996,,,0,3,3,2,3.1428571,2
21,4,0,0,400,5.9914646,3,0,3,3,1,2.1428571,2.3333333
45,5,0,0,800,6.6846118,2,0,2,2,3,3.5714285,3
51,2,1,0,9999998,,3,0,,,2,2.1428571,2
34,3,0,0,9999997,,3,0,2,,,4,2.6666667
19,3,0,0,1000,6.9077554,3,1,,,1,3.5714285,3
19,2,1,0,270,5.5984221,3,1,3,2,2,2.4285715,1.6666666
22,5,1,0,1000,6.9077554,3,0,1,1,2,2.8571429,3
56,4,0,0,800,6.6846118,2,1,3,3,2,2.4285715,2.3333333
55,4,0,0,800,6.6846118,3,0,1,1,2,2.2857144,2.6666667
58,4,0,0,9999996,,3,0,4,3,2,2.1428571,2.6666667
44,1,1,0,450,6.1092477,3,0,,2,2,3,2
30,1,1,0,300,5.7037826,5,0,3,2,2,2.8571429,3.6666667
41,3,1,0,9999997,,3,0,2,2,2,3,3
33,1,1,1,60,4.0943446,,0,,,1,4.2857141,2
82,1,1,1,50,3.9120231,,0,,,1,4.7142859,2
58,1,0,1,30,3.4011974,,0,,,3,3.4285715,2
26,1,0,1,180,5.1929569,,0,,,1,4.1428571,2
36,1,1,1,270,5.5984221,,0,,,3,3.1428571,2
56,1,0,1,150,5.0106354,,0,,,1,4.4285712,2
27,1,1,1,180,5.1929569,,0,,,1,4.4285712,2
41,1,1,1,200,5.2983174,,0,,,1,5,2
56,1,0,1,240,5.480639,,0,,,3,4.4285712,2
59,1,0,1,9999996,,,0,2,3,1,4.1428571,2
18,4,1,1,107,4.6728287,2,0,,,2,2.7142856,2.6666667
30,1,1,1,9999998,,,0,2,2,1,2.1428571,2
31,1,1,1,40,3.6888795,3,1,4,4,2,3.2857144,1.6666666
42,1,1,1,100,4.6051702,3,0,1,1,1,4,2
36,2,1,1,9999998,,3,0,2,2,2,2.4285715,1.3333334
71,1,0,0,9999994,,3,0,,,3,1,2.3333333
61,1,0,1,9999994,,3,0,,,1,2.4285715,2
53,2,0,1,1000,6.9077554,,0,2,2,3,1.8571428,3
37,1,0,1,100,4.6051702,2,0,,,1,2,2.6666667
30,5,0,1,9999996,,3,0,2,2,1,5,3
61,1,0,0,500,6.2146082,2,0,2,2,2,1.7142857,3.3333333
47,1,0,0,400,5.9914646,3,1,3,3,2,1,1.6666666
37,3,0,0,600,6.3969297,5,,2,2,3,1.2857143,3
56,5,0,0,2000,7.6009026,3,1,4,3,3,3.4285715,1.6666666
74,1,0,0,200,5.2983174,3,0,2,2,1,4,3
21,5,1,0,300,5.7037826,3,,2,2,2,2.1428571,3
30,1,1,0,400,5.9914646,3,,2,3,3,3,2.3333333
19,4,1,0,9999994,,5,,2,3,1,2.1428571,3
28,4,1,0,500,6.2146082,3,1,1,1,1,3,3.3333333
21,5,1,0,400,5.9914646,3,0,1,1,2,2.5714285,4
