"","STIAT.test","STIAT.practice","approve_abdel_rev","democracy1","democracy2","democracy3","democracy4","democracy5","edu","frisun_services","gender","income","list_1a","list_1b","list_2a","list_2b","list2a.clean","list2b.clean","religion","direct.support","implicit.support","rel_christian","rel_muslim","work_govemp","location","region","islamist","liberal"
"1",-0.039524005,-0.012400186,2,1,3,1,4,3,5,3,1,3,0,0,0,1,NA,1,1,0,0,0,1,0,"benisuef","upper",0,1
"2",-0.163435268,-0.254930086,3,3,2,4,3,3,5,3,1,3,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"3",-0.340685276,-0.437736171,2,2,3,2,2,3,5,1,1,1,0,0,0,0,NA,NA,1,0,0,0,1,0,"alexandria","alex",0,0
"4",0.138589071,0.412118863,NA,1,3,2,3,3,4,1,1,2,0,1,0,2,NA,2,1,NA,1,0,1,0,"dakahlia","delta",0,0
"5",-0.181702211,0.702843413,3,2,NA,2,4,3,5,1,1,1,0,0,0,0,NA,NA,1,1,0,0,1,0,"dakahlia","delta",0,1
"6",-1.188495743,-0.66085247,3,2,4,2,2,3,5,1,1,2,0,NA,0,2,NA,2,1,1,0,0,1,0,"cairo","cairo",0,0
"7",-0.01535586,0.21997089,1,1,3,1,2,3,5,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"8",-0.138564426,0.02832893,NA,1,3,2,3,3,5,1,2,2,0,1,0,2,NA,2,1,NA,0,0,1,0,"alexandria","alex",0,0
"9",-0.093737311,0.182724643,3,1,3,2,3,3,5,1,1,2,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"10",-0.257903516,-0.169835603,2,2,3,2,2,2,5,4,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"ismailia","delta",1,0
"11",-0.036125603,0.638543785,4,1,4,2,4,4,5,1,1,3,0,0,0,3,NA,3,1,1,0,0,1,1,"dakahlia","delta",0,1
"12",0.350279505,0.521306941,2,1,3,1,NA,2,5,1,1,1,0,0,0,2,NA,2,1,0,1,0,1,0,"alexandria","alex",1,0
"13",-0.284977842,-0.668932671,3,2,4,2,3,3,6,1,1,2,0,0,0,1,NA,1,1,1,0,0,1,0,"cairo","cairo",0,0
"14",0.224246283,0.06133144,1,1,3,2,1,2,5,1,1,2,0,0,0,0,NA,0,1,0,1,0,1,0,"asyut","upper",1,0
"15",0.213188711,0.487062264,4,2,1,2,3,3,6,1,1,3,1,0,1,0,1,NA,1,1,1,0,1,0,"giza","cairo",0,0
"16",-0.387506031,-0.28192404,2,2,2,2,1,3,5,2,1,3,1,0,1,0,1,NA,1,0,0,0,1,0,"giza","cairo",1,0
"17",0.219775801,-0.084943673,2,2,3,2,2,3,4,3,1,2,1,0,0,0,0,NA,1,0,1,0,1,0,"giza","cairo",0,0
"18",0.106041529,0.31220398,2,1,4,3,3,2,4,3,2,2,0,0,0,3,NA,3,1,0,1,0,1,0,"giza","cairo",0,0
"19",0.256938824,0.031641131,3,1,3,1,3,3,5,1,1,3,0,0,0,0,NA,NA,1,1,1,0,1,0,"asyut","upper",0,0
"20",0.226136027,0.409015149,4,2,2,2,3,3,6,2,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"gharbia","delta",0,0
"21",-0.365776263,-0.597871881,4,1,2,2,3,3,5,1,1,1,1,0,3,0,3,NA,1,1,0,0,1,0,"sohag","upper",0,0
"22",0.251436018,0.257838146,2,2,3,2,3,3,5,3,1,2,0,0,0,1,NA,1,1,0,1,0,1,0,"giza","cairo",0,0
"23",0.159183609,-0.619665944,1,1,4,1,3,4,5,1,1,2,0,0,0,0,NA,0,1,0,1,0,1,0,"dakahlia","delta",0,1
"24",-0.24348374,-0.265898354,3,2,3,2,3,3,5,1,1,2,2,0,1,0,1,NA,1,1,0,0,1,1,"sohag","upper",0,0
"25",-0.053972901,0.208319023,NA,2,3,2,3,3,5,1,1,3,1,0,2,0,2,NA,1,NA,0,0,1,1,"suez","delta",0,0
"26",0.149462149,0.103666697,3,2,2,2,2,4,5,1,1,2,2,0,2,0,2,NA,1,1,1,0,1,0,"giza","cairo",0,0
"27",0.535550465,0.363383608,4,1,4,2,1,3,5,1,1,2,4,0,4,0,4,NA,1,1,1,0,1,1,"sharqia","delta",1,0
"28",0.060402811,0.557423469,3,2,3,2,3,3,5,2,1,3,1,0,3,0,3,NA,1,1,1,0,1,0,"alexandria","alex",0,0
"29",0.387723039,0.454371063,3,2,2,2,4,4,5,3,1,3,2,0,1,0,1,NA,2,1,1,1,0,0,"cairo","cairo",0,1
"30",0.516535907,0.679209085,3,2,3,2,4,3,5,2,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",0,1
"31",-0.010439815,0.361638106,1,3,2,2,1,2,5,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"cairo","cairo",1,0
"32",0.400824716,0.617558619,2,3,2,2,2,3,4,3,1,3,0,0,0,0,NA,NA,1,0,1,0,1,0,"cairo","cairo",0,0
"33",-0.158322969,0.411720878,1,1,4,1,NA,3,5,1,1,3,0,0,0,0,NA,0,1,0,0,0,1,0,"cairo","cairo",0,0
"34",0.141179487,0.383347874,3,1,3,3,NA,3,5,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"35",-0.286251323,-0.399385937,1,1,4,2,1,2,5,5,2,1,0,1,0,0,NA,0,1,0,0,0,1,0,"alexandria","alex",1,0
"36",-0.967473296,-0.36768855,NA,NA,NA,NA,NA,4,5,4,1,1,NA,0,NA,0,NA,NA,1,NA,0,0,1,0,"gharbia","delta",0,NA
"37",-0.286477899,-0.175771405,2,2,2,2,2,3,5,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"sohag","upper",0,0
"38",-0.150359057,0.179859232,1,1,4,1,1,2,5,1,1,2,0,0,0,0,NA,NA,1,0,0,0,1,1,"kafrelsheikh","delta",1,0
"39",0.373232684,0.303808688,2,2,4,2,2,4,5,1,1,3,0,NA,0,2,NA,2,1,0,1,0,1,0,"alexandria","alex",0,0
"40",0.27600472,0.388874098,3,2,3,2,3,3,5,1,2,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"41",0.273625721,0.060074678,1,4,4,1,1,4,5,1,1,3,0,0,2,0,2,NA,1,0,1,0,1,0,"alexandria","alex",0,0
"42",0.124722978,0.314142375,4,2,3,2,2,2,5,1,1,1,0,0,0,0,NA,NA,1,1,1,0,1,1,"cairo","cairo",1,0
"43",0.072469278,-0.00039597,2,1,3,1,3,3,6,5,2,1,NA,0,NA,0,NA,NA,1,0,1,0,1,0,"alexandria","alex",0,0
"44",-5.07e-05,0.230597844,3,3,2,2,2,2,3,2,1,3,NA,0,3,0,3,NA,1,1,0,0,1,0,"minya","upper",1,0
"45",0.18261646,0.069189573,3,2,2,2,4,3,5,2,1,3,0,0,0,1,NA,1,1,1,1,0,1,0,"alexandria","alex",0,1
"46",0.580539568,0.311033858,1,1,4,1,1,NA,5,4,2,1,0,0,0,0,0,NA,1,0,1,0,1,0,"cairo","cairo",1,0
"47",0.148105869,0.437579558,4,1,3,1,3,3,5,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"giza","cairo",0,0
"48",-0.414777099,0.292589383,4,2,1,4,4,2,2,1,1,1,1,0,1,0,1,NA,1,1,0,0,1,0,"alexandria","alex",0,0
"49",-0.203180235,-0.044547174,3,2,3,1,4,4,5,1,1,3,0,0,0,0,NA,NA,1,1,0,0,1,0,"alexandria","alex",0,1
"50",0.346644886,1.055884621,3,2,3,2,3,3,5,1,1,3,0,0,0,2,NA,2,1,1,1,0,1,0,"cairo","cairo",0,0
"51",0.02525311,0.106684992,NA,2,3,2,NA,NA,5,1,1,1,0,0,0,0,NA,NA,1,NA,1,0,1,0,"cairo","cairo",NA,NA
"52",-0.096564756,-0.357338909,4,1,1,1,3,2,5,1,1,2,0,0,0,0,NA,NA,1,1,0,0,1,0,"damietta","delta",0,0
"53",-0.405119305,-0.064977909,1,2,1,2,1,4,5,5,2,2,0,0,0,0,NA,0,1,0,0,0,1,0,"cairo","cairo",0,0
"54",0.248058495,0.413327337,3,3,2,3,2,3,6,1,1,1,4,0,1,0,1,NA,2,1,1,1,0,0,"cairo","cairo",0,0
"55",0.035556331,0.501569886,4,1,3,1,2,3,3,1,1,2,0,1,0,2,NA,2,1,1,1,0,1,0,"beheira","delta",0,0
"56",0.343180622,-0.28603909,NA,2,3,2,2,2,5,1,1,1,0,0,0,0,NA,NA,1,NA,1,0,1,0,"asyut","upper",1,0
"57",0.294873794,0.16240836,3,2,3,1,3,2,5,1,1,1,0,0,0,0,NA,NA,1,1,1,0,1,1,"qena","upper",0,0
"58",0.129338342,0.169797046,2,2,3,2,2,3,5,2,2,2,0,0,0,2,NA,2,1,0,1,0,1,1,"beheira","delta",0,0
"59",-0.099976568,-0.39757087,2,2,3,2,NA,3,5,1,1,3,0,0,0,1,NA,1,1,0,0,0,1,0,"kafrelsheikh","delta",0,0
"60",-0.013064335,-0.204277051,3,2,2,2,2,2,3,1,1,1,0,1,0,1,NA,1,1,1,0,0,1,0,"qena","upper",1,0
"61",-0.544590293,-0.591140326,1,2,4,2,2,3,4,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"62",0.616591468,-0.093932906,1,1,1,1,1,1,5,1,2,1,0,0,0,0,NA,0,1,0,1,0,1,0,"alexandria","alex",1,0
"63",-0.150552971,-0.267470763,1,2,3,1,3,4,5,3,1,1,0,0,0,0,NA,0,1,0,0,0,1,0,"alexandria","alex",0,1
"64",-0.176868651,-0.451320701,1,1,3,1,2,2,6,4,1,1,1,0,0,0,0,NA,1,0,0,0,1,1,"damietta","delta",1,0
"65",-0.09785854,0.532074027,1,1,2,2,3,3,5,1,2,2,0,1,0,2,NA,2,1,0,0,0,1,0,"gharbia","delta",0,0
"66",-0.071497054,0.59669054,3,2,2,2,4,4,5,4,1,1,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",0,1
"67",0.125657849,-0.219233572,3,1,3,2,1,4,5,1,2,1,0,0,0,2,NA,2,1,1,1,0,1,1,"giza","cairo",0,0
"68",0.642434048,0.683191061,4,1,3,2,4,4,3,1,1,3,4,0,2,0,2,NA,1,1,1,0,1,0,"beheira","delta",0,1
"69",0.067084712,0.049057267,2,2,3,2,3,3,5,2,1,3,0,0,0,0,0,NA,1,0,1,0,1,1,"sohag","upper",0,0
"70",0.093598909,-0.003653035,3,NA,NA,NA,4,4,5,4,1,4,0,0,0,0,NA,0,1,1,1,0,1,0,"cairo","cairo",0,NA
"71",0.485425698,-0.552611863,1,1,4,2,NA,2,5,1,1,2,0,0,2,0,2,NA,1,0,1,0,1,0,"cairo","cairo",1,0
"72",-0.379528712,0.33026639,NA,1,4,2,NA,4,5,2,1,2,0,0,NA,0,NA,NA,1,NA,0,0,1,0,"cairo","cairo",0,1
"73",0.167690637,-0.06840432,4,2,1,1,4,2,4,1,1,1,0,0,0,2,NA,2,1,1,1,0,1,1,"alexandria","alex",0,0
"74",0.323164828,-0.467068103,NA,2,3,NA,3,NA,3,1,1,1,0,0,0,1,NA,1,1,NA,1,0,1,0,"cairo","cairo",0,0
"75",0.207789532,0.080337047,4,1,4,2,3,3,5,1,1,2,0,0,4,0,4,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"76",0.368286817,-0.126701452,4,1,4,1,3,3,6,5,1,3,0,0,0,0,NA,NA,1,1,1,0,1,0,"alexandria","alex",0,0
"77",-0.335647752,-0.693974765,1,1,4,1,4,4,4,3,1,1,0,0,0,0,NA,0,1,0,0,0,1,0,"giza","cairo",0,1
"78",-0.130285183,0.299596128,2,3,2,2,2,2,5,1,1,1,0,0,0,0,0,NA,1,0,0,0,1,0,"sharqia","delta",1,0
"79",-0.14191476,0.27450973,1,3,2,3,2,1,5,1,1,1,0,0,0,1,NA,1,1,0,0,0,1,0,"beheira","delta",1,0
"80",0.242211728,0.761944737,2,2,3,2,3,4,5,2,1,2,0,0,1,0,1,NA,2,0,1,1,0,0,"cairo","cairo",0,1
"81",-0.166714834,0.510845947,1,2,2,2,3,1,5,2,1,2,0,0,0,1,NA,1,2,0,0,1,0,0,"sohag","upper",0,0
"82",0.670254391,0.689987727,3,NA,NA,1,NA,NA,5,NA,2,2,0,0,3,0,3,NA,1,1,1,0,1,0,"cairo","cairo",NA,NA
"83",-0.280374069,-0.223917502,1,1,4,1,2,2,6,4,1,3,0,0,0,0,NA,0,1,0,0,0,1,1,"cairo","cairo",1,0
"84",0.002825092,-0.351870211,1,1,4,1,1,3,6,1,1,3,0,0,0,1,NA,1,1,0,1,0,1,0,"cairo","cairo",1,0
"85",0.207912062,0.562520624,2,2,2,2,3,3,5,1,1,1,0,0,0,0,NA,NA,1,0,1,0,1,0,"giza","cairo",0,0
"86",0.515715147,0.536399598,4,1,4,1,4,4,5,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,1,"dakahlia","delta",0,1
"87",0.046858778,-0.068051922,3,1,3,1,2,3,5,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"gharbia","delta",0,0
"88",-0.206929752,0.223500911,3,2,3,2,2,3,5,1,1,2,0,0,0,0,NA,NA,1,1,0,0,1,1,"qalyubia","delta",0,0
"89",-0.07367393,-0.023108743,1,3,3,3,4,3,5,2,1,1,0,0,0,0,NA,NA,1,0,0,0,1,0,"gharbia","delta",0,0
"90",0.293964469,0.438568966,3,2,3,2,3,3,5,1,1,2,0,0,0,2,NA,2,1,1,1,0,1,0,"alexandria","alex",0,0
"91",0.150212361,0.124793846,3,1,3,1,NA,NA,5,1,1,1,0,0,2,0,2,NA,1,1,1,0,1,0,"cairo","cairo",NA,NA
"92",-0.048821581,-0.045332076,2,1,3,2,4,3,4,5,1,1,0,0,0,0,NA,NA,1,0,0,0,1,0,"giza","cairo",0,1
"93",0.346341611,0.030952204,3,1,1,1,1,4,5,1,1,2,0,0,3,0,3,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"94",0.35210774,0.266672416,NA,NA,NA,NA,NA,NA,2,NA,1,NA,0,0,0,0,NA,NA,NA,NA,1,0,0,0,"monufia","delta",NA,NA
"95",0.303859703,-0.236927589,2,1,1,1,3,4,5,2,1,4,0,0,0,2,NA,2,1,0,1,0,1,1,"cairo","cairo",0,1
"96",0.048283632,0.401895954,4,1,2,1,3,3,5,1,1,1,0,0,0,2,NA,2,1,1,1,0,1,0,"cairo","cairo",0,0
"97",0.283271374,0.428053174,3,2,2,2,2,1,4,5,1,1,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",1,0
"98",-0.251700747,0.042654098,4,1,3,2,3,3,6,1,2,1,0,0,0,2,NA,2,1,1,0,0,1,0,"cairo","cairo",0,0
"99",0.215730792,0.164775331,NA,3,2,2,2,2,3,1,1,1,0,0,1,0,1,NA,1,NA,1,0,1,0,"qena","upper",1,0
"100",-0.239262576,0.097539304,1,1,3,2,3,3,5,1,1,1,0,0,0,0,NA,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"101",0.039823229,-0.260551614,2,2,2,2,2,3,5,1,1,2,0,0,2,0,2,NA,1,0,1,0,1,0,"portsaid","delta",0,0
"102",0.224396352,-0.079673653,3,1,3,2,3,4,5,2,1,2,0,0,4,0,4,NA,1,1,1,0,1,0,"minya","upper",0,1
"103",0.214511865,0.152861933,3,2,2,3,1,3,6,1,2,1,0,0,1,0,1,NA,1,1,1,0,1,0,"alexandria","alex",1,0
"104",0.041238346,0.314172455,3,2,3,2,NA,3,5,2,1,3,0,0,2,0,2,NA,1,1,1,0,1,0,"portsaid","delta",0,0
"105",-0.103095632,0.508695482,4,1,3,1,3,3,5,1,1,1,0,0,0,2,NA,2,1,1,0,0,1,1,"sharqia","delta",0,0
"106",0.146026721,-0.073046182,2,1,3,2,3,3,4,1,1,2,0,0,1,0,1,NA,1,0,1,0,1,0,"alexandria","alex",0,0
"107",0.010004264,-0.136881305,3,NA,NA,NA,4,3,5,2,1,1,0,0,0,3,NA,3,1,1,1,0,1,0,"portsaid","delta",0,NA
"108",-0.026692979,0.47118676,3,3,2,2,2,2,5,1,1,2,0,0,0,1,NA,1,1,1,0,0,1,0,"qena","upper",1,0
"109",0.149825103,-0.012354531,NA,NA,NA,NA,NA,NA,3,NA,2,3,0,0,0,0,NA,NA,NA,NA,1,0,0,0,"cairo","cairo",NA,NA
"110",-0.039569186,0.717232134,4,1,4,1,4,3,5,2,1,2,0,0,0,0,NA,NA,1,1,0,0,1,1,"minya","upper",0,1
"111",0.061579229,0.288683072,NA,2,3,2,3,3,3,3,1,2,0,0,0,0,NA,NA,1,NA,1,0,1,0,"giza","cairo",0,0
"112",0.183640413,0.098292267,4,1,2,1,2,2,3,1,1,1,0,0,0,2,NA,2,1,1,1,0,1,0,"cairo","cairo",1,0
"113",-0.345073063,-0.3607686,2,2,3,2,3,3,5,2,1,3,0,0,1,0,1,NA,1,0,0,0,1,0,"asyut","upper",0,0
"114",0.339754433,0.196279688,1,1,4,4,2,3,4,4,1,3,0,0,0,2,NA,2,1,0,1,0,1,0,"redsea","desert",0,0
"115",0.544477693,0.620153043,NA,2,3,2,NA,3,3,2,1,2,0,0,0,0,NA,NA,1,NA,1,0,1,0,"cairo","cairo",0,0
"116",-0.013817369,0.098624504,2,2,3,2,4,2,4,1,1,4,0,0,3,0,3,NA,1,0,0,0,1,0,"sohag","upper",0,0
"117",0.038703008,-0.063142808,3,2,2,2,4,2,6,1,1,1,0,0,0,3,NA,3,1,1,1,0,1,1,"ismailia","delta",0,0
"118",-0.275066767,0.410324972,3,1,4,1,3,3,5,1,1,1,0,0,0,2,NA,2,1,1,0,0,1,1,"alexandria","alex",0,0
"119",-0.351265278,0.113140283,1,2,3,NA,4,4,3,3,1,2,0,0,0,3,NA,3,1,0,0,0,1,0,"giza","cairo",0,1
"120",-0.002184679,0.280059294,1,2,3,2,3,4,5,4,1,2,0,0,0,0,0,NA,1,0,0,0,1,0,"alexandria","alex",0,1
"121",-0.630528042,0.20949065,4,2,3,2,3,3,5,1,1,1,0,0,0,0,NA,NA,1,1,0,0,1,0,"dakahlia","delta",0,0
"122",-0.321937137,-0.247957475,1,1,3,1,3,3,5,2,1,3,0,0,1,0,1,NA,1,0,0,0,1,0,"sohag","upper",0,0
"123",0.475014939,0.501154263,2,2,3,2,3,4,5,1,1,2,0,0,0,3,NA,3,1,0,1,0,1,1,"giza","cairo",0,1
"124",0.061311304,0.30889425,NA,2,2,2,NA,NA,3,2,1,2,0,0,0,1,NA,1,1,NA,1,0,1,0,"cairo","cairo",NA,NA
"125",0.504690588,-0.06902397,2,2,2,2,NA,4,4,3,1,2,0,0,0,0,NA,NA,2,0,1,1,0,0,"alexandria","alex",0,1
"126",0.080981545,-0.108223926,2,2,3,2,NA,3,4,2,1,2,0,0,0,2,NA,2,1,0,1,0,1,0,"asyut","upper",0,0
"127",0.019130233,-0.071331137,NA,3,1,2,2,3,NA,4,2,NA,0,0,1,0,1,NA,1,NA,1,0,1,0,"minya","upper",0,0
"128",0.180783,-0.248879853,2,3,3,1,2,2,5,2,1,1,0,0,0,0,NA,NA,1,0,1,0,1,0,"gharbia","delta",1,0
"129",-0.490386519,-0.055422759,1,1,3,1,1,1,6,1,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"kafrelsheikh","delta",1,0
"130",-0.233750844,0.201508129,3,2,2,3,1,4,3,1,1,2,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"131",-0.130508448,0.712917978,4,2,3,2,3,3,5,1,1,2,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"132",0.409241433,0.870470789,1,1,4,1,2,2,5,1,1,3,0,0,0,0,0,NA,1,0,1,0,1,0,"cairo","cairo",1,0
"133",-0.109465835,0.016424862,2,3,2,3,3,3,3,1,1,2,0,0,3,0,3,NA,1,0,0,0,1,0,"benisuef","upper",0,0
"134",0.068583038,0.765338596,1,1,3,1,3,4,4,3,2,4,0,0,0,1,NA,1,1,0,1,0,1,0,"qena","upper",0,1
"135",0.42461255,0.49428091,4,2,3,2,4,2,5,1,1,2,0,0,4,0,4,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"136",-0.012648566,-0.154460923,2,2,3,2,2,NA,5,2,1,3,0,0,1,0,1,NA,1,0,0,0,1,0,"aswan","upper",1,0
"137",-0.151895627,-0.146275116,1,1,4,1,1,1,6,1,1,1,0,0,0,0,0,NA,1,0,0,0,1,0,"cairo","cairo",1,0
"138",-0.307719918,0.005677611,1,1,4,1,1,1,5,1,1,2,0,0,1,0,1,NA,1,0,0,0,1,0,"monufia","delta",1,0
"139",0.233702006,-0.492552546,NA,1,4,2,2,2,4,1,1,2,0,0,2,0,2,NA,1,NA,1,0,1,0,"cairo","cairo",1,0
"140",0.273099867,0.422313462,4,1,3,2,3,3,6,2,1,NA,0,0,0,2,NA,2,1,1,1,0,1,0,"cairo","cairo",0,0
"141",-0.283955055,-0.016257102,4,1,4,1,4,4,3,3,1,2,0,0,4,0,4,NA,1,1,0,0,1,0,"gharbia","delta",0,1
"142",-0.32448718,-0.188714202,3,2,3,2,4,3,4,1,1,3,0,0,0,1,NA,1,1,1,0,0,1,0,"giza","cairo",0,1
"143",0.624475755,0.75493161,3,2,NA,2,NA,NA,6,1,1,3,0,0,2,0,2,NA,1,1,1,0,1,1,"cairo","cairo",NA,NA
"144",-0.29007101,0.490079374,3,3,3,2,2,3,5,1,1,3,0,0,0,0,NA,NA,1,1,0,0,1,0,"cairo","cairo",0,0
"145",-0.747513222,-0.116517129,2,2,2,2,3,3,3,5,1,3,0,0,0,0,NA,NA,1,0,0,0,1,0,"matruh","desert",0,0
"146",-0.11763225,-0.491144081,1,3,1,3,3,3,3,1,1,3,0,0,2,0,2,NA,1,0,0,0,1,0,"cairo","cairo",0,0
"147",0.552397872,0.587511478,NA,2,3,2,NA,2,3,2,1,3,0,0,0,0,NA,0,1,NA,1,0,1,0,"cairo","cairo",1,0
"148",-0.265794171,-0.137577157,4,1,1,1,1,1,5,1,1,2,0,0,0,3,NA,3,1,1,0,0,1,0,"monufia","delta",1,0
"149",-0.114017318,-0.704723479,3,2,3,2,NA,NA,3,1,1,3,0,0,0,2,NA,2,1,1,0,0,1,0,"cairo","cairo",NA,NA
"150",0.045403622,0.158077194,2,NA,NA,2,3,3,2,1,2,1,0,0,0,NA,NA,NA,1,0,1,0,1,0,"giza","cairo",0,0
"151",-0.162074397,0.030983482,NA,NA,NA,NA,NA,NA,5,5,2,NA,0,0,NA,0,NA,NA,1,NA,0,0,1,0,"portsaid","delta",NA,NA
"152",0.375752596,0.225288499,4,2,NA,NA,3,NA,4,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"cairo","cairo",0,0
"153",-0.186891889,0.518551085,3,3,2,3,4,2,5,3,1,3,0,0,0,2,NA,2,2,1,0,1,0,1,"alexandria","alex",0,0
"154",0.266448787,-0.253580143,1,4,NA,NA,2,NA,5,1,1,2,0,0,1,0,1,NA,1,0,1,0,1,0,"dakahlia","delta",1,0
"155",0.224834139,0.539040138,4,1,3,2,4,4,5,1,1,4,0,0,0,3,NA,3,2,1,1,1,0,0,"cairo","cairo",0,1
"156",0.244373639,0.652735101,4,2,3,2,3,3,5,1,1,2,0,0,0,0,NA,NA,1,1,1,0,1,0,"gharbia","delta",0,0
"157",0.155123985,-0.443253381,2,2,3,2,NA,4,5,1,1,3,0,0,2,0,2,NA,1,0,1,0,1,1,"damietta","delta",0,1
"158",0.636262901,0.879715395,4,NA,NA,2,4,4,5,NA,1,3,0,0,4,0,4,NA,1,1,1,0,1,1,"alexandria","alex",0,1
"159",0.122247374,-0.186896179,1,1,3,3,2,3,4,2,1,3,0,0,0,1,NA,1,1,0,1,0,1,0,"redsea","desert",0,0
"160",0.114230903,-0.178128932,1,2,4,1,2,1,3,1,1,2,0,0,2,0,2,NA,1,0,1,0,1,0,"benisuef","upper",1,0
